"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Mize, Casey",663554,"DET","FS","Split-Finger",-0.9,-3,"348",26.6,"108","0.269","0.413","0.343",29.1,25,19.1,"0.236","0.355","0.27",40.3
"Estrada, Jeremiah",669093,"SD","FF","4-Seam Fastball",0,0,"402",64,"108","0.269","0.441","0.348",26,28.7,22.6,"0.239","0.425","0.326",43.9
"Rasmussen, Drew",656876,"TB","SI","Sinker",1.2,4,"339",25.4,"108","0.202","0.313","0.27",13.4,20.4,21.4,"0.268","0.409","0.324",40.3
"Soroka, Michael",647336,"WSH","FF","4-Seam Fastball",-1.2,-5,"456",43.3,"107","0.286","0.622","0.414",24,22.4,19.4,"0.246","0.458","0.332",50
"Smith, Cade",671922,"CLE","FF","4-Seam Fastball",1.2,5,"440",69.7,"106","0.196","0.337","0.291",33,35.8,35.5,"0.182","0.288","0.263",41.8
"Mize, Casey",663554,"DET","FF","4-Seam Fastball",1.7,7,"429",32.8,"106","0.194","0.327","0.258",20.7,20.8,17.7,"0.23","0.451","0.317",50
"Gore, MacKenzie",669022,"WSH","CU","Curveball",0.6,3,"426",24,"106","0.198","0.302","0.261",40.8,45.3,25.7,"0.186","0.29","0.251",37.5
"Skubal, Tarik",669373,"DET","SI","Sinker",2.3,10,"434",26.3,"105","0.235","0.353","0.267",21.5,20,31.3,"0.242","0.391","0.282",33.3
"López, Pablo",641154,"MIN","FF","4-Seam Fastball",1.5,6,"430",42.7,"105","0.268","0.351","0.311",22.4,19,16.8,"0.295","0.422","0.338",42.9
"Kinley, Tyler",641755,"COL","SL","Slider",0,0,"438",60.2,"105","0.239","0.37","0.312",32.9,21,16.7,"0.247","0.404","0.32",23.6
"Jansen, Kenley",445276,"LAA","FC","Cutter",1.3,6,"421",81.1,"105","0.188","0.333","0.276",24.9,21,21,"0.225","0.462","0.321",48
"Allen, Logan",671106,"CLE","ST","Sweeper",-1.4,-6,"395",26.6,"105","0.213","0.383","0.313",21.2,25.7,17.6,"0.205","0.415","0.303",30.9
"Dobbins, Hunter",690928,"BOS","FF","4-Seam Fastball",-0.5,-2,"367",40.6,"104","0.315","0.457","0.398",12.1,11.5,14.3,"0.288","0.5","0.376",47.5
"King, John",667463,"STL","SI","Sinker",0.2,1,"352",63.1,"104","0.295","0.389","0.35",16.4,10.6,13.6,"0.3","0.411","0.341",44
"Mahle, Tyler",641816,"TEX","FS","Split-Finger",1.1,4,"335",27.1,"104","0.198","0.292","0.251",22.7,19.2,16.9,"0.255","0.395","0.31",28.6
"Povich, Cade",700249,"BAL","FF","4-Seam Fastball",0.1,0,"429",37.2,"104","0.261","0.435","0.339",19.7,26,24.5,"0.325","0.695","0.46",58.2
"Harris, Hogan",663687,"ATH","FF","4-Seam Fastball",-0.8,-3,"377",56.3,"103","0.291","0.407","0.37",20.1,23.3,20.3,"0.272","0.391","0.349",36.5
"Lodolo, Nick",666157,"CIN","SI","Sinker",-0.2,-1,"357",22,"102","0.344","0.467","0.392",16.1,14.7,16.5,"0.327","0.453","0.374",55.3
"Pallante, Andre",669467,"STL","SL","Slider",1.3,5,"397",26.5,"102","0.172","0.269","0.235",34.9,23.5,17.4,"0.235","0.322","0.28",40.6
"Freeland, Kyle",607536,"COL","FF","4-Seam Fastball",-2.4,-8,"354",26.9,"102","0.385","0.626","0.466",13,13.7,16.3,"0.328","0.547","0.395",40.5
"Scott, Tanner",656945,"LAD","FF","4-Seam Fastball",-0.1,0,"362",58.5,"102","0.227","0.495","0.314",23.9,26.5,22.7,"0.257","0.479","0.329",50.7
"Flaherty, Jack",656427,"DET","CU","Curveball",0.5,2,"401",25.7,"102","0.177","0.281","0.226",45.7,48,27.4,"0.155","0.222","0.193",31.9
"Leiter, Jack",683004,"TEX","SL","Slider",0.9,3,"365",28.2,"101","0.223","0.404","0.297",25.6,17.8,15.4,"0.232","0.431","0.309",34.2
"Canning, Griffin",656288,"NYM","CH","Changeup",1.7,5,"311",23.2,"101","0.196","0.239","0.258",22.1,16.8,16.2,"0.256","0.356","0.302",42.7
"Morejon, Adrian",670970,"SD","SI","Sinker",3,10,"317",58,"101","0.191","0.223","0.219",14.6,16.8,20.7,"0.212","0.266","0.232",29.1
"Rasmussen, Drew",656876,"TB","FC","Cutter",1.9,8,"408",30.5,"100","0.172","0.28","0.23",26.8,17,14.9,"0.238","0.389","0.298",43.4
"Ray, Robbie",592662,"SF","SL","Slider",1.3,5,"395",23.1,"100","0.177","0.302","0.236",32.3,28,22.6,"0.225","0.354","0.266",55.9
"Lodolo, Nick",666157,"CIN","CU","Curveball",-1.2,-5,"441",27.2,"100","0.239","0.432","0.327",38.3,37,19.4,"0.161","0.338","0.261",41.5
"Mlodzinski, Carmen",669387,"PIT","FF","4-Seam Fastball",-1.8,-7,"357",37.9,"100","0.326","0.57","0.426",15.6,13,11.8,"0.29","0.493","0.383",50.7
"Patrick, Chad",694477,"MIL","SI","Sinker",1.3,5,"361",22.7,"99","0.225","0.348","0.293",10.8,18.2,18.9,"0.244","0.397","0.316",56.3
"Márquez, Germán",608566,"COL","SI","Sinker",-1.7,-6,"338",23.4,"99","0.398","0.538","0.434",4.1,0,0,"0.357","0.52","0.395",49.5
"Brown, Hunter",686613,"HOU","SI","Sinker",1.5,6,"390",24,"99","0.235","0.306","0.303",19.7,15.2,19,"0.279","0.369","0.34",17.1
"Mikolas, Miles",571945,"STL","SL","Slider",0.5,1,"330",23.6,"99","0.247","0.43","0.311",18.9,12.1,16.7,"0.29","0.51","0.355",43.4
"Kremer, Dean",665152,"BAL","FF","4-Seam Fastball",-0.8,-3,"402",24.5,"98","0.3","0.5","0.371",15.5,16.3,12.6,"0.293","0.531","0.378",54.1
"Eovaldi, Nathan",543135,"TEX","FS","Split-Finger",0.7,2,"344",29.1,"98","0.2","0.3","0.248",36.6,33.7,25,"0.221","0.34","0.271",39.7
"Fedde, Erick",607200,"STL","ST","Sweeper",-0.5,-2,"392",25.4,"98","0.193","0.313","0.296",24.9,16.3,11.9,"0.244","0.448","0.352",32.4
"Hurter, Brant",676428,"DET","SI","Sinker",0.3,1,"361",52.1,"98","0.282","0.359","0.362",12.1,13.3,16.7,"0.303","0.408","0.374",47.1
"Abreu, Bryan",650556,"HOU","SL","Slider",1.2,4,"336",49.1,"98","0.198","0.302","0.293",48.4,40.8,38.5,"0.223","0.375","0.309",45.7
"Doval, Camilo",666808,"SF","SL","Slider",1.7,5,"325",52.9,"98","0.182","0.239","0.246",38.5,31.6,27.9,"0.209","0.304","0.269",35.1
"Kremer, Dean",665152,"BAL","FC","Cutter",0,0,"324",19.8,"98","0.22","0.429","0.313",21.6,19.4,20.2,"0.246","0.46","0.328",30.6
"Gray, Sonny",543243,"STL","SI","Sinker",1.6,5,"300",20.5,"98","0.264","0.429","0.326",15.3,27.6,28.7,"0.254","0.389","0.306",42.2
"Springs, Jeffrey",605488,"ATH","SL","Slider",0.2,1,"408",25.1,"97","0.262","0.476","0.367",22.6,13.4,16.5,"0.301","0.519","0.389",43.1
"Schwellenbach, Spencer",680885,"ATL","SL","Slider",-2,-6,"285",18.1,"97","0.253","0.451","0.321",34.4,28.9,23.5,"0.233","0.358","0.272",40
"Ashcraft, Graham",668933,"CIN","FC","Cutter",-2,-7,"345",58,"97","0.354","0.512","0.423",18.1,12.4,16.9,"0.319","0.498","0.397",34.7
"Williams, Trevor",592866,"WSH","ST","Sweeper",0.3,1,"403",27.8,"96","0.247","0.371","0.284",28.3,25,17.5,"0.214","0.31","0.254",25.4
"Lorenzen, Michael",547179,"KC","FF","4-Seam Fastball",-1.1,-4,"382",23.7,"96","0.261","0.477","0.338",15.9,21.9,18.8,"0.266","0.522","0.362",52.9
"Keller, Mitch",656605,"PIT","ST","Sweeper",1.4,4,"306",18.2,"96","0.185","0.283","0.232",22.6,24,18.9,"0.202","0.381","0.264",42
"Cannon, Jonathan",686563,"CWS","SI","Sinker",-1.6,-4,"277",22.3,"95","0.298","0.488","0.404",5.7,10.5,14.3,"0.31","0.519","0.389",52
"Imanaga, Shota",684007,"CHC","FF","4-Seam Fastball",-1.6,-7,"428",50.4,"95","0.256","0.622","0.407",17.7,9.5,7.8,"0.275","0.631","0.419",41.9
"Sasaki, Roki",808963,"LAD","FF","4-Seam Fastball",0.2,0,"299",50.2,"95","0.253","0.494","0.385",10.1,8.4,14.5,"0.308","0.663","0.457",52.1
"Ragans, Cole",666142,"KC","FF","4-Seam Fastball",0.1,0,"424",48.6,"95","0.247","0.42","0.327",24.1,30.5,21.2,"0.212","0.409","0.308",43.6
"Martin, Davis",663436,"CWS","CH","Changeup",0.1,0,"287",22.9,"95","0.223","0.351","0.289",18.6,14.7,13.5,"0.339","0.461","0.349",53.8
"Martinez, Nick",607259,"CIN","FF","4-Seam Fastball",0,0,"331",21.9,"94","0.256","0.453","0.316",12,13.8,11.8,"0.29","0.51","0.359",39.5
"Martinez, Nick",607259,"CIN","CH","Changeup",-1.6,-5,"317",21,"94","0.222","0.478","0.305",31.7,24.5,19.2,"0.213","0.383","0.267",26.5
"Imanaga, Shota",684007,"CHC","FS","Split-Finger",2.3,7,"300",35.3,"94","0.176","0.242","0.215",30.9,23.4,19.1,"0.223","0.379","0.272",31.9
"King, Bryan",687911,"HOU","FF","4-Seam Fastball",1,4,"365",60.8,"94","0.253","0.379","0.307",25.7,27.7,20.6,"0.247","0.387","0.303",30.6
"Sears, JP",676664,"ATH","ST","Sweeper",2.2,10,"449",28.1,"94","0.182","0.295","0.246",25,23.4,20,"0.179","0.282","0.228",22.7
"Alcantara, Sandy",645261,"MIA","FF","4-Seam Fastball",-1.3,-4,"338",22.6,"94","0.287","0.525","0.375",15.5,25.5,16.3,"0.261","0.488","0.355",64.4
"Blewett, Scott",656240,"BAL","SL","Slider",-1.6,-5,"305",44.1,"93","0.289","0.482","0.373",35,20.4,22.1,"0.257","0.422","0.329",44.6
"Latz, Jacob",656641,"TEX","FF","4-Seam Fastball",1.4,5,"358",49.6,"93","0.19","0.381","0.277",25.1,22.6,17.8,"0.241","0.465","0.329",50
"Dreyer, Jack",676263,"LAD","SL","Slider",1.6,5,"301",43.6,"93","0.2","0.294","0.235",32.3,30.1,24.3,"0.2","0.284","0.237",40
"Romano, Jordan",605447,"PHI","SL","Slider",0.6,2,"325",61.6,"93","0.244","0.395","0.299",30.6,28,24.8,"0.214","0.376","0.279",39.3
"Bassitt, Chris",605135,"TOR","FC","Cutter",0.5,2,"330",19.7,"93","0.191","0.416","0.266",28.5,38.7,24.2,"0.2","0.422","0.28",28.3
"Ortiz, Luis L.",682847,"CLE","SI","Sinker",2.4,7,"298",19.9,"92","0.235","0.271","0.293",13.8,15.2,28,"0.279","0.377","0.315",50.7
"Pfaadt, Brandon",694297,"AZ","SI","Sinker",1.1,3,"296",18.9,"92","0.284","0.42","0.324",10.3,19.6,22.8,"0.322","0.495","0.362",63.4
"Vargas, Carlos",672841,"SEA","SI","Sinker",1.5,6,"376",58.8,"92","0.272","0.272","0.301",13.8,9.8,18,"0.258","0.31","0.299",34.2
"Vasil, Mike",678024,"CWS","SI","Sinker",2.2,7,"332",35.6,"92","0.207","0.256","0.271",13.9,14.1,23.6,"0.219","0.305","0.277",33.3
"Soroka, Michael",647336,"WSH","SV","Slurve",1.9,7,"374",35.5,"92","0.133","0.253","0.215",35.9,43.5,30.5,"0.144","0.214","0.207",25.6
"Smith-Shawver, AJ",700363,"ATL","FF","4-Seam Fastball",0.3,1,"331",46.6,"92","0.278","0.392","0.359",17,8.7,13.8,"0.404","0.672","0.49",63.9
"Irvin, Jake",663623,"WSH","SI","Sinker",1.3,4,"321",19.2,"92","0.286","0.321","0.327",9.9,10.9,22.2,"0.268","0.4","0.321",41.9
"Ortiz, Luis L.",682847,"CLE","SL","Slider",-0.7,-3,"389",25.9,"92","0.205","0.398","0.304",39.5,31.5,19.1,"0.221","0.453","0.317",47.3
"Pagán, Emilio",641941,"CIN","FF","4-Seam Fastball",1.5,5,"350",62.6,"91","0.148","0.333","0.265",25.4,25.3,21.7,"0.194","0.456","0.318",50
"Johnson, Pierce",572955,"ATL","CU","Curveball",-0.1,0,"373",69.7,"91","0.253","0.414","0.296",26.9,24.2,17.3,"0.213","0.384","0.271",37.9
"Bubic, Kris",663460,"KC","ST","Sweeper",1.8,6,"333",21.1,"91","0.182","0.273","0.223",27.5,31.9,26.6,"0.185","0.236","0.198",28.8
"Pivetta, Nick",601713,"SD","CU","Curveball",0.2,1,"329",22.1,"91","0.256","0.407","0.303",18.6,23.1,19.1,"0.31","0.527","0.37",36.4
"Skenes, Paul",694973,"PIT","FS","Split-Finger",-0.1,0,"335",18.4,"91","0.268","0.402","0.354",24.7,14.3,20.3,"0.281","0.42","0.34",46.4
"Luzardo, Jesús",666200,"PHI","ST","Sweeper",1.5,7,"444",26.4,"90","0.205","0.313","0.26",44.2,45.6,31.1,"0.156","0.233","0.209",31
"Suárez, Ranger",624133,"PHI","CH","Changeup",2.1,6,"264",23.5,"90","0.174","0.209","0.203",37.7,28.9,23.9,"0.189","0.265","0.218",16.7
"Montgomery, Mason",682254,"TB","FF","4-Seam Fastball",-2.4,-9,"358",62.3,"90","0.324","0.5","0.444",29.1,24.4,21.4,"0.277","0.454","0.4",52.1
"Eovaldi, Nathan",543135,"TEX","FF","4-Seam Fastball",1.4,5,"337",28.5,"90","0.253","0.386","0.296",12.2,13.3,11.5,"0.312","0.516","0.376",46.6
"Uribe, Abner",682842,"MIL","SL","Slider",1.4,5,"332",48.8,"90","0.16","0.222","0.22",48.3,47.8,30.7,"0.148","0.184","0.199",18.4
"Little, Brendon",663893,"TOR","CU","Curveball",1.4,5,"359",47.5,"90","0.169","0.193","0.212",54.5,53.3,27.7,"0.137","0.194","0.186",45.7
"Verlander, Justin",434378,"SF","SL","Slider",-0.5,-2,"288",24.5,"90","0.253","0.41","0.318",31.5,27.8,18.8,"0.204","0.365","0.269",39
"Bubic, Kris",663460,"KC","CH","Changeup",1.4,5,"331",20.9,"90","0.152","0.203","0.237",39.1,27.8,22.3,"0.183","0.261","0.254",43.6
"Wheeler, Zack",554430,"PHI","SI","Sinker",0.1,0,"310",17.2,"89","0.247","0.435","0.333",15.3,22.5,23.8,"0.237","0.375","0.282",26.2
"Morton, Charlie",450203,"BAL","FF","4-Seam Fastball",-1.8,-7,"424",30.4,"89","0.247","0.534","0.382",26.8,27,17,"0.186","0.434","0.326",41.2
"Allen, Logan",671106,"CLE","FF","4-Seam Fastball",-0.8,-4,"429",28.9,"89","0.301","0.493","0.399",21.9,19.1,14.8,"0.246","0.396","0.348",41.4
"Mikolas, Miles",571945,"STL","FF","4-Seam Fastball",-1.5,-6,"402",28.8,"89","0.349","0.699","0.459",18,10.1,8.2,"0.317","0.776","0.472",52.7
"Houser, Adrian",605288,"CWS","SI","Sinker",3,10,"318",42.9,"89","0.202","0.286","0.242",10.2,11.2,16.1,"0.27","0.372","0.3",48.6
"Palencia, Daniel",694037,"CHC","FF","4-Seam Fastball",1.6,6,"364",73.4,"88","0.167","0.282","0.252",23.1,26.1,21.5,"0.23","0.37","0.298",48.2
"Berríos, José",621244,"TOR","CH","Changeup",0.3,1,"264",16.5,"88","0.225","0.375","0.297",35.1,30.7,24.3,"0.236","0.472","0.333",37.7
"Vásquez, Randy",681190,"SD","SI","Sinker",3.2,8,"263",17.9,"88","0.177","0.215","0.227",3.1,5.7,10,"0.299","0.521","0.384",45.9
"Senga, Kodai",673540,"NYM","FF","4-Seam Fastball",0,0,"361",30.7,"88","0.275","0.512","0.376",19.6,18.2,16.5,"0.282","0.501","0.365",51.6
"Casparius, Ben",676508,"LAD","ST","Sweeper",0.4,1,"297",31.4,"88","0.235","0.341","0.27",28.3,30.7,19.9,"0.234","0.385","0.273",30.5
"Soriano, José",667755,"LAA","CU","Curveball",0.6,3,"450",26.6,"88","0.195","0.26","0.282",42.6,34.1,22.9,"0.183","0.294","0.266",17
"Vest, Will",676684,"DET","FF","4-Seam Fastball",1.6,6,"385",57.5,"88","0.175","0.275","0.231",25.3,31.8,19.6,"0.211","0.352","0.278",52.8
"Hernández, Carlos",672578,"DET","FF","4-Seam Fastball",-0.6,-2,"322",55.7,"88","0.324","0.423","0.387",18,13.6,14.6,"0.307","0.512","0.408",49.2
"Flaherty, Jack",656427,"DET","SL","Slider",-0.8,-3,"356",22.8,"87","0.227","0.44","0.349",31.6,21.8,18.4,"0.282","0.505","0.384",51.8
"Lauer, Eric",641778,"TOR","FF","4-Seam Fastball",1.2,5,"370",45.9,"87","0.188","0.325","0.249",22,28.7,18.9,"0.185","0.325","0.255",40
"Fluharty, Mason",689254,"TOR","FC","Cutter",0.7,2,"334",59.6,"87","0.192","0.274","0.29",26.8,27.6,26.1,"0.231","0.348","0.313",39.2
"Estévez, Carlos",608032,"KC","FF","4-Seam Fastball",2,6,"313",53.1,"87","0.182","0.286","0.259",18.4,28.7,24,"0.215","0.439","0.323",42.3
"Luzardo, Jesús",666200,"PHI","CH","Changeup",-0.5,-2,"322",19.2,"87","0.282","0.359","0.335",36.7,18.4,15.2,"0.259","0.333","0.303",27.4
"Martin, Davis",663436,"CWS","FC","Cutter",-1.2,-4,"326",26,"86","0.247","0.494","0.359",24.8,17.4,19.7,"0.263","0.536","0.367",36.5
"Bradley, Taj",671737,"TB","FS","Split-Finger",-0.4,-1,"279",17.9,"86","0.231","0.359","0.292",25.5,20.9,18.9,"0.21","0.332","0.253",34.9
"Miller, Shelby",571946,"AZ","FF","4-Seam Fastball",1.9,7,"353",65,"86","0.237","0.263","0.253",27.1,25.6,23.4,"0.237","0.36","0.288",40.4
"Green, Chad",643338,"TOR","FF","4-Seam Fastball",-1.1,-3,"304",51.1,"86","0.278","0.519","0.361",24.1,22.1,20.7,"0.267","0.552","0.372",60
"Fried, Max",608331,"NYY","SI","Sinker",0.4,1,"313",17,"86","0.247","0.364","0.354",21.8,15.1,21,"0.26","0.4","0.328",53.1
"Kolek, Stephen",663568,"SD","SI","Sinker",0.4,1,"237",22.5,"86","0.289","0.289","0.33",10.2,9.3,15.1,"0.275","0.36","0.325",52.9
"Kelly, Merrill",518876,"AZ","FF","4-Seam Fastball",-0.8,-3,"421",25.7,"86","0.25","0.637","0.388",24,24.4,20,"0.232","0.552","0.353",55.9
"Orze, Eric",679358,"TB","FS","Split-Finger",1.1,3,"281",47.8,"85","0.222","0.309","0.255",30.7,29.4,22.7,"0.2","0.284","0.232",28.6
"Hader, Josh",623352,"HOU","SI","Sinker",1.3,4,"342",55.3,"85","0.158","0.408","0.274",31.1,32.9,24.8,"0.159","0.357","0.261",34.7
"Lorenzen, Michael",547179,"KC","CH","Changeup",-0.3,-1,"293",18.2,"85","0.216","0.378","0.311",39.4,24.7,19.4,"0.175","0.3","0.266",24.5
"Houck, Tanner",656557,"BOS","SI","Sinker",-0.1,0,"298",39.8,"85","0.253","0.533","0.376",15.3,11.8,19.2,"0.278","0.55","0.386",47
"Parker, Mitchell",680730,"WSH","CU","Curveball",-0.5,-2,"354",22.6,"85","0.259","0.432","0.325",29.9,22.4,17.4,"0.293","0.456","0.339",41.9
"Cruz, Fernando",518585,"NYY","FS","Split-Finger",2.2,7,"317",59.3,"85","0.138","0.225","0.198",60.2,56.5,37.8,"0.119","0.194","0.167",37.5
"Bibee, Tanner",676440,"CLE","SI","Sinker",-0.5,-1,"267",16.3,"85","0.289","0.408","0.349",9.6,21.2,23.7,"0.225","0.329","0.288",37.9
"Koenig, Jared",657649,"MIL","SI","Sinker",0.8,2,"333",56.2,"85","0.257","0.338","0.315",19.4,23.5,18.9,"0.21","0.307","0.271",35.7
"Stanek, Ryne",592773,"NYM","FF","4-Seam Fastball",0.1,0,"343",58.7,"85","0.267","0.387","0.342",23.9,23.5,16.7,"0.257","0.442","0.344",43.6
"Pfaadt, Brandon",694297,"AZ","ST","Sweeper",-1.2,-4,"327",20.8,"84","0.25","0.461","0.349",33.5,33.3,21.1,"0.228","0.386","0.302",37.5
"Brazobán, Huascar",623211,"NYM","CH","Changeup",-1.4,-4,"275",38,"84","0.239","0.437","0.346",33.1,29.8,20.5,"0.224","0.391","0.326",44.7
"Suarez, Robert",663158,"SD","FF","4-Seam Fastball",1.7,6,"368",60.8,"84","0.192","0.233","0.249",20.7,26.2,19.6,"0.252","0.439","0.342",50
"Finnegan, Kyle",640448,"WSH","FF","4-Seam Fastball",1.5,5,"330",66.1,"84","0.189","0.338","0.285",17.4,19,16.3,"0.24","0.424","0.328",40
"Spence, Mitch",687765,"ATH","SL","Slider",-0.6,-2,"325",29.2,"83","0.24","0.48","0.341",34.1,25.3,20.6,"0.263","0.503","0.359",35.2
"Lee, Dylan",669276,"ATL","SL","Slider",3.2,11,"350",57.3,"83","0.077","0.205","0.162",41.5,33.7,24.1,"0.142","0.262","0.203",26
"Senzatela, Antonio",622608,"COL","SL","Slider",-1.6,-5,"339",21.7,"83","0.329","0.566","0.385",26.3,15.7,14,"0.299","0.533","0.357",38.8
"Wentz, Joey",666214,"MIN","FF","4-Seam Fastball",-2.1,-6,"301",47.6,"83","0.292","0.431","0.41",17.1,12,10.4,"0.309","0.502","0.422",48.2
"Martinez, Nick",607259,"CIN","FC","Cutter",-0.4,-1,"301",19.9,"83","0.284","0.554","0.396",21,15.7,27.7,"0.305","0.545","0.398",45.9
"Eisert, Brandon",685126,"CWS","SL","Slider",-2.6,-7,"254",39.9,"83","0.303","0.579","0.39",28.9,21.7,24.3,"0.272","0.523","0.363",42.4
"Miller, Bryce",682243,"SEA","FF","4-Seam Fastball",-0.6,-2,"346",39.7,"83","0.25","0.542","0.38",18.7,12,10.8,"0.266","0.499","0.369",39.7
"Littell, Zack",641793,"TB","FF","4-Seam Fastball",1.4,5,"362",23.2,"83","0.188","0.412","0.267",21.1,20.5,18.3,"0.241","0.515","0.331",38.1
"Strider, Spencer",675911,"ATL","SL","Slider",0.4,1,"333",36.7,"83","0.167","0.306","0.258",53.7,47,30,"0.184","0.31","0.267",38.2
"Bido, Osvaldo",674370,"ATH","FF","4-Seam Fastball",-2.4,-8,"323",37.5,"83","0.333","0.576","0.426",22.2,14.5,12.5,"0.303","0.582","0.43",54.4
"Ginn, J.T.",669372,"ATH","SI","Sinker",0.3,1,"305",57.1,"83","0.28","0.44","0.358",16.4,22.9,20.7,"0.269","0.432","0.338",50
"Vesia, Alex",681911,"LAD","FF","4-Seam Fastball",1.5,5,"338",55.6,"83","0.162","0.351","0.259",26.9,36.1,24.2,"0.177","0.413","0.287",44.4
"Megill, Trevor",656730,"MIL","FF","4-Seam Fastball",0.6,2,"329",62.1,"83","0.254","0.352","0.32",16.4,20.5,17,"0.289","0.505","0.379",35.7
"Patrick, Chad",694477,"MIL","FF","4-Seam Fastball",0.3,1,"353",22.2,"82","0.263","0.368","0.316",24.7,31.7,17.8,"0.234","0.372","0.29",40
"Beeks, Jalen",656222,"AZ","FF","4-Seam Fastball",-1,-3,"313",47.4,"82","0.319","0.528","0.415",21.3,18.3,19,"0.289","0.498","0.38",49.1
"Martin, Davis",663436,"CWS","FF","4-Seam Fastball",1.2,5,"382",30.5,"82","0.162","0.311","0.259",25,24.4,16,"0.223","0.417","0.312",40.7
"Akin, Keegan",669211,"BAL","FF","4-Seam Fastball",-1.5,-5,"344",52,"82","0.338","0.559","0.438",21.5,19.5,13.8,"0.288","0.503","0.397",55.8
"Heaney, Andrew",571760,"PIT","CH","Changeup",-0.3,-1,"259",17.5,"82","0.195","0.351","0.249",19.5,12.2,15.2,"0.269","0.411","0.302",30.4
"Suárez, Ranger",624133,"PHI","SI","Sinker",0.8,2,"309",27.5,"82","0.289","0.368","0.319",4.3,23.2,23.5,"0.24","0.324","0.277",40.4
"Suter, Brent",608718,"CIN","FF","4-Seam Fastball",1.1,3,"307",43.4,"82","0.27","0.446","0.352",15.1,9.8,9.3,"0.266","0.452","0.34",38.8
"Kershaw, Clayton",477132,"LAD","SL","Slider",-0.6,-2,"285",41.6,"82","0.311","0.541","0.391",29.9,18.3,18.3,"0.295","0.489","0.365",56.7
"Chivilli, Angel",683409,"COL","FF","4-Seam Fastball",-1.9,-5,"280",47,"81","0.319","0.522","0.422",13.6,6.2,10.9,"0.353","0.56","0.438",50
"Rodríguez, Randy",678495,"SF","SL","Slider",2.6,7,"269",45.8,"81","0.169","0.247","0.217",35.3,35.8,30.9,"0.195","0.314","0.241",37.5
"Fairbanks, Pete",664126,"TB","FF","4-Seam Fastball",1.3,4,"314",54.1,"81","0.211","0.268","0.308",21.7,14.8,14.6,"0.263","0.348","0.319",54.2
"Knack, Landon",689017,"LAD","FF","4-Seam Fastball",-1.1,-4,"342",47.6,"81","0.294","0.632","0.438",14.9,16,13.7,"0.298","0.65","0.445",52.7
"Bird, Jake",656234,"COL","SI","Sinker",-0.3,-1,"272",34.7,"81","0.309","0.412","0.368",18.7,9.9,14,"0.315","0.448","0.394",49.2
"Cabrera, Edward",665795,"MIA","CH","Changeup",-0.6,-2,"306",24.1,"81","0.26","0.338","0.305",24.8,25.9,20.8,"0.263","0.361","0.29",44.6
"Okert, Steven",595345,"HOU","SL","Slider",3.1,9,"292",55,"81","0.133","0.253","0.171",42,39.5,33,"0.164","0.303","0.21",31.9
"Lopez, Jacob",682052,"ATH","SL","Slider",1,3,"289",31.2,"81","0.216","0.324","0.274",34.3,30.9,20.3,"0.188","0.261","0.237",24.5
"Williams, Gavin",668909,"CLE","ST","Sweeper",0.4,1,"359",21.4,"81","0.197","0.263","0.244",44.2,43.2,24,"0.172","0.284","0.234",31.7
"Detmers, Reid",672282,"LAA","FF","4-Seam Fastball",1.3,4,"317",46,"81","0.25","0.306","0.295",32.1,35.8,28.2,"0.222","0.311","0.282",37.2
"Leasure, Jordan",673929,"CWS","FF","4-Seam Fastball",-2.6,-9,"326",54.8,"81","0.284","0.597","0.417",22.7,24.7,19,"0.257","0.493","0.374",45.8
"Warren, Will",701542,"NYY","SI","Sinker",0.8,3,"307",20.4,"80","0.278","0.375","0.33",12.4,22.5,37.5,"0.276","0.392","0.329",57.4
"Greene, Hunter",668881,"CIN","SL","Slider",1.3,4,"325",33.2,"80","0.123","0.301","0.23",48.8,41.3,25,"0.147","0.284","0.235",27.5
"Ober, Bailey",641927,"MIN","SL","Slider",-2.4,-6,"252",17,"80","0.319","0.556","0.428",24.1,13.8,16.2,"0.302","0.523","0.385",49.2
"Henry, Cole",669371,"WSH","FF","4-Seam Fastball",1,3,"273",51.2,"80","0.209","0.358","0.317",32.8,28.7,25.6,"0.2","0.38","0.32",31.8
"Quantrill, Cal",615698,"MIA","FC","Cutter",1.6,5,"288",21.2,"80","0.26","0.438","0.333",21.5,26.3,25.6,"0.288","0.549","0.384",57.7
"Bradley, Taj",671737,"TB","FC","Cutter",0.9,3,"319",20.5,"80","0.243","0.351","0.283",31,17.5,19.7,"0.263","0.447","0.323",37.7
"Canning, Griffin",656288,"NYM","FF","4-Seam Fastball",-0.4,-2,"463",34.5,"80","0.246","0.449","0.347",20,27.5,18,"0.248","0.537","0.375",54.2
"Wilson, Steven",621051,"CWS","ST","Sweeper",2.3,7,"299",61.1,"80","0.159","0.246","0.221",30.1,18.8,17,"0.247","0.416","0.324",35.1
"Mejia, Juan",675848,"COL","FF","4-Seam Fastball",1,3,"315",60.5,"80","0.211","0.324","0.295",28.8,25,23,"0.208","0.292","0.267",30.8
"Bazardo, Eduard",660825,"SEA","SL","Slider",1.9,7,"354",47.6,"80","0.16","0.24","0.197",17.8,15,11.7,"0.234","0.36","0.277",26.6
